sents,topics,sentiments
"giảng viên cần đưa ra những ví dụ thực tiễn minh họa cho bài học , không nên giảng quá nhiều về lý thuyết trừu tượng , nên sửa bài tập để sinh viên có thể sửa những lỗi của mình trong khi làm bài bài tập .",0,0
cho nghỉ nhiều hoặc lên lớp không có ai dạy .,0,0
thầy giảng bài dễ hiểu nhiệt tình !,0,2
không đánh giá đúng thực lực của sinh viên .,0,0
"ít giảng bài cho sinh viên , sinh viên thắc mắc không được giải đáp cặn kẽ , rất mơ hồ .",0,0
"cô chỉ dẫn nhiệt tình , giải đáp thắc mắc kịp thời .",0,2
"cái gì không biết thì phải tự mày mò tìm kiếm , không thể cứ trông đợi lời giải đáp từ giảng viên .",3,2
nên cập nhật thêm nhiều chuẩn web mới như progressive web app hay amp có tác động tốt đến seo .,1,0
điều chỉnh máy lạnh phù hợp với thời tiết .,2,0
giáo viên có thể cung cấp slide bài giảng trước cho sinh viên để sinh viên nghiên cứu trước mỗi buổi học .,0,0
"thầy dạy hay , dễ hiểu , ví dụ minh họa thực tiễn .",0,2
"chưa được cung cấp hay giới thiệu về tài liệu tham khảo , thời gian chép bài trên bảng còn tốn hơi nhiều thời gian .",1,0
được thực hành trên thiết bị thực .,2,2
cần tăng cường ôn tập để kiểm tra như doubledot đưa ra một số đề kiểm tra tham khảo cho sinh viên .,1,0
"về bài tập , không bao giờ dạy tính toán gì cả , mà về nhà thì bài tập , deadline , rồi bài làm 15 phút trên lớp , đủ kiểu kiểm tra .",1,0
"giản viên không có tương tác với sinh viên , đọc slide xong rồi về .",0,0
"thầy dạy rất hay , nhiệt tình .",0,2
"thầy dạy nhiệt tình , tâm huyết .",0,2
giảng viên giảng dạy hiệu quả bằng tiếng anh .,0,2
"nhiệt tình , tận tâm và tuyệt vời .",0,2
"em cảm ơn thầy colonlove à còn cái thầy vui tính ghê , cười đùa nói chuyện thân thiện .",0,2
thầy có giải thích phần thực hành trước khi cho sinh viên làm .,0,2
để dễ dàng vận dụng kiến thức trên lớp .,3,0
"truyền đạt tốt , nhiệt tình , thân thiện với sinh viên .",0,2
em rất thích những tiết sửa bài tập của cô .,0,2
"thầy tận tâm , dạy dễ hiểu .",0,2
giảng viên cho bài tập để làm .,0,1
"giảng viên vui vẻ , nhiệt tình , kỹ năng truyền đạt tốt .",0,2
độ tập trung và cách làm việc của thầy rất nghiêm túc quy cũ .,0,0
"thầy dạy dễ hiểu , vui tính , nhiệt tình , gần gũi với học sinh .",0,2
không có ý kiến chất lượng môn học vừa đủ cho mọi sinh viên .,3,1
giọng nói của cô hơi khó nghe nhưng dần dần quen rồi thì mọi việc điều tốt .,0,1
có thêm nhiều phong trào liên quan tới tiếng anh hơn nữa .,1,0
"vui tính , tận tình .",0,2
"cô giảng dạy tận tình , không khí học tập vui vẻ .",0,2
cần nâng cao chất lượng dạy .,1,0
kiến thức cao .,1,0
tăng cường ôn tập để kiểm tra như doubledot cho sinh viên làm thử các đề kiểm tra .,1,0
"nếu có thể nhà trường ngoài việc lên kế hoạch thành lập một câu lạc bộ tiếng anh , cũng nên tạo điều kiện cho sinh viên tìm hiểu ngoại ngữ khác như tiếng nhật , tiếng trung .",1,0
"cười duyên , rất tốt với học sinh .",0,2
"bên cạnh đó còn có rèn kỹ năng viết , kỹ năng hoạt động nhóm và tương tác trực tiếp rất hiệu quả .",1,2
mong kỳ sau thầy vẫn dạy một số môn khác .,0,2
có những câu chuyện thực tế về môn học giúp buổi học đỡ căng thẳng cũng như có cách nhìn trực quan hơn .,0,2
không có gì phàn nàn về giảng viên .,0,1
phòng máy có quá nhiều máy không sử dụng được .,2,0
thầy dạy quá tốt .,0,2
nên cập nhật những phương pháp dạy phản xạ để tạo hướng thú cho sinh viên .,1,0
"tích cực trong giảng dạy , vui vẻ .",0,2
tránh trường hợp lý thuyết chưa học mà làm bài thực hành .,1,0
"dạy không tận tình , dạy cho có cho đầy đủ trách nhiệm .",0,0
cần có đề cương môn học rõ ràng .,1,0
"dành thời gian cho kỹ năng nói trong giờ học càng nhiều càng tốt , thời gian dành cho việc này em thấy chưa đủ .",1,0
cô giảng dạy rất nhiệt tình !,0,2
"cô dạy nhanh lắm , chúng em không theo kịp .",0,0
cần viết riêng một cuốn sách về hướng dẫn thực hành oop .,1,0
sử dụng thời gian một cách hợp lý .,0,2
thầy thường xuyên đặt ra các câu hỏi trên lớp giúp sinh viên dễ tiếp thu bài .,0,2
"giáo viên nhiệt tình , giảng dạy tốt giúp truyền đạt kiến thức tới sinh viên .",0,2
"giảng viên thân thiện , nhiệt tình trong giảng dạy như hướng dẫn thực hành hay giải đáp thắc mắc của sinh viên .",0,2
giảng viên nên đi dạy thường xuyên hơn .,0,0
"cung cấp đầy đủ kiến thức , giúp sinh viên định hướng tốt .",0,2
cố dạy rất tốt .,0,2
"mỗi lúc hết tiết sớm , thầy thường giảng cho các sinh viên những kiến thức môn bên ngoài như lập trình giúp sinh viên giải đáp một số thắc mắc hoặc một số bài tập nâng cao .",0,2
coi thi quá khó .,0,0
"thời gian học tập thoải mái , thầy rất hiểu tâm lý sinh viên .",0,2
bài tập đầy đủ lý thuyết dễ hiểu .,1,2
thầy đi đúng giờ .,0,2
thời gian bù môn học thường bị trùng với những tiết khác nên em thường phải bị vắng tiết .,1,0
em rất thích học cô nhưng đáng tiếc là không còn được học cô nhiều nữa .,0,2
tạo ra các hoạt động giúp tụi em chủ động tìm hiểu kiến thức và ghi nhớ bài học sâu hơn .,0,2
"cô cho nghỉ khá nhiều , dù có học bù nhưng như vậy khá là mất thời gian của sinh viên .",0,0
cần sửa chữa các linh kiện phòng máy wzjwz23 vì một số chuột đã hư .,2,0
ít trả lời mail hỏi bài tập thực hành của sinh viên .,0,0
cung cấp kiến thức đầy đủ .,0,2
"giảng dạy nhiệt tình , hiệu quả .",0,2
hỗ trợ thêm tài liệu cho sinh viên .,2,0
âm thanh phòng học wzjwz238 còn quá nhỏ nên khiến thầy thường nói không micro .,2,0
"thầy dạy rất tận tâm , kiến thức chuyên môn cực tốt .",0,2
có thông báo về lịch thi nói trên web môn học .,3,2
chỉ dẫn tận tình từng bạn .,0,2
đôi lúc giảng bài hơi bị nhanh .,0,0
"đề cương cần được đổi mới , phân rõ phần trọng tâm môn học và phần đọc thêm mở rộng .",1,0
"cần sử dụng giờ lên lớp có hiệu quả , ít nghe điện thoại , ít nghỉ dạy hơn .",0,0
giảng viên chú trọng vào nội dung chính của môn học và nhiệt tình .,0,2
giáo viên nghỉ dạy .,0,0
cần cho ví dụ nhiều hơn .,1,0
"nhiệt tình , đề cương đầy đủ .",0,2
lúc thầy giảng chung cả lớp rất khó để các bạn dưới lớp nghe được giọng thầy .,0,0
không có ý kiến !,3,1
theo em thì không thể trách thầy wzjwz120 mà lỗi là do daa đưa lịch học thực hành quá chậm trễ .,1,0
"nhiệt tình , sử dụng hiệu quả giờ lên lớp .",0,2
mong thầy dành nhiều thời gian hơn trong việc ôn sửa các dạng bài tập có trong các kỳ thi .,0,0
"cô giảng rất hay , thâm thúy , giúp cho sinh viên dễ dàng hiểu bài .",0,2
ngoài ra còn cung cấp thêm một số kiến thức mới mà không có trong chương trình dạy .,1,2
chỉ cho sinh viên biết nhiều điều cốt lõi trong môn học mà ít ai biết .,0,2
"thời gian các buổi học , thông báo nghỉ chưa chính xác .",0,0
thầy dạy nhiệt tình và thân thiện với sinh viên .,0,2
không có gì ạ .,3,1
giảng hay và rất vui .,0,2
"giáo án ngắn gọn , dễ hiểu , dạy học nhiệt tình .",0,2
"thầy giảng dạy nhiệt tình dễ hiểu , sửa bài tập kỹ .",0,2
môn học vẫn còn là một môn với nhiều lý thuyết trong slide .,1,0
mong nhà trường tạo điều kiện cho sinh viên chúng em được nghiên cứu nhiều hơn là phải làm theo .,1,0
"cần tăng số buổi thực hành cũng như trang bị thêm trang thiết bị như mua thêm nhiều switch , router , hub , bridge , trong phòng ngồi học mà ít bụi và nòng đi thì tốt hơn , vdotv .",2,0
cần có thêm bài tập về nhà và sửa một vài bài tập đó trên lớp để việc tiếp thu bài được sâu hơn và hiệu quả hơn .,1,0
thầy đưa deadline trễ và không rõ ràng .,0,0
phòng máy vẫn còn nhiều thiếu sót .,2,0
"lý do doubledot sinh viên mới bắt đầu tiếp cận môn học chưa hiểu rõ các từ chuyên nghành nên không hiểu nội dung bài giảng , dù giảng viên giải thích bằng tiếng việt .",1,0
quá nhiều kiến thức phải học .,1,0
"giảng viên dạy dễ hiểu , dễ tiếp thu .",0,2
giảng viên không dạy sinh viên .,0,0
không quan tâm đến sinh viên .,0,0
cách truyền đạt của giảng viên không được thu hút sinh viên lắm ạ .,0,0
"em đã nán lại thêm nhưng thầy đi qua đi lại bảo 2 , 3 lần nên em đã về .",0,0
có nhiều chỗ hơi khó hiểu trong khi thầy dạy nhưng thầy không giải thích nhiều .,1,0
"bài giảng thu hút , dễ hiểu .",1,2
giọng của thầy không được hay lắm .,0,1
giảng viến quan tâm nhiều đến sinh viên .,0,2
"giảng viên tận tụy , giảng dạy dễ hiểu có vận dụng các bài học vào thực tiễn , giúp sinh viên nắm rõ ràng và đầy đủ kiến thức .",0,2
"giảng viên giảng dạy nhiệt tình , chi tiết , slide bài giảng và bài tập đầy đủ .",0,2
chúc cô thành công !,3,2
giảng bài khá nhanh .,0,0
nghe kể chuyện hay nhiều trong khi học .,3,2
"dạy dễ hiểu , nhiệt tình , vui tính .",0,2
bài tập thầy cho khá hay và dễ hiểu bài .,1,2
"theo ý kiến chủ quan của em , việc giảng dạy hoàn toàn bằng tiếng anh cho lớp chất lượng cao là rất thiết thực , nhưng với trình độ tiếng anh hiện nay của lớp thì hiệu quả học tập của lớp vẫn còn kém .",1,0
"đôi khi dạy hơi chán , không thu hút được chú ý của học sinh .",0,0
ra đề thi giữa kỳ không bám sát vào bài tập đã làm trên lớp .,1,0
"giảng viên nên cho bài tập về nhà có nhưng chưa hợp lý , giảng viên nên giành chút thời gian sưu tầm bài tập từ dễ nhất đến khó nhất mỗi chương khoảng 30 bài nhất là các bài có thể thi .",0,0
thầy cần tương tác nhiều với sinh viên .,0,0
thầy nên chú trọng đến truyền đạt cho sinh viên nhiều hơn .,0,0
"tuy nhiên , bài giảng của thầy chưa được bài bản lắm , có phần hơi tùy hứng .",0,0
"cô rất dễ thương , hiền nữa .",3,2
"thầy vui vẻ , dạy dễ hiểu .",0,2
"giảng viên trình bày slide dễ hiểu , bài tập mức độ vừa phải , chữa bài tập chi tiết , đầy đủ , nhiệt tình .",0,2
"thầy rất nhiệt tình , rất quan tâm đến sinh viên .",0,2
giảng viên chỉ nói những gì có trong slide bài giảng mà không giảng thêm .,0,0
hỏi cũng không nhận được câu trả lời chính xác để học .,3,0
thầy cô nên đưa thêm các đoạn video ngắn để luyện cho học sinh cách nghe được tốt hơn .,0,0
nội dung nói hay .,0,2
đề thi thì trong vòng 90 phút phải code hoàn chính game 2048 .,1,0
thầy chú trọng trọng tâm và luôn kể chuyện vui .,0,2
"là người giáo viên quan tâm tới sinh viên nhiều nhất từng biết , giảng dạy tân tình từng chút một , dễ hiểu , lắng nghe sinh viên , tài liệu cập nhật đầy đủ ngay sau buổi học , nhờ đó sinh viên dù tư duy kém nhưng vẫn theo kịp chứ không nản , bỏ bê , ngủ như mấy môn khác .",0,2
"rất nhiệt tình giúp đỡ sinh viên , cách giảng dạy hay .",0,2
nhiều kiến thức hơn .,1,0
cần tạo kênh liên lạc giữa sinh viên và giảng viên để sinh viên có thể nhận được thông báo từ giảng viên .,3,0
tâm huyết nhiệt tình chu đáo .,0,2
nhờ cô em hiểu hơn về nội dung bài học và có động lực hơn .,0,2
"thầy dạy nhiệt tình , đầu tư cho sinh viên đi tham quan thực tế .",0,2
"slide bài giảng cần chậm hơn , nhất là những chương cuối !",0,0
"thầy đi trễ , không cho sinh viên làm bài tập nhiều trên lớp , một dạng bài nào đó thầy nói qua rồi thì cho qua luôn .",0,0
thầy giảng bài kỹ !,0,2
phần thực hành và lý thuyết phải đi cùng tiến độ .,1,0
thầy liên hệ thực tiễn rất nhiều .,0,2
thầy chưa biết sử dụng hệ thống courses để thông báo tin tức cho học sinh .,0,0
giảng viên nhiệt tình và tận tâm với sinh viên .,0,2
giáo viên gửi tài liệu hơi chậm .,0,0
"giảng viên thân thiện , nhiệt tình trong giảng dạy .",0,2
cho bài tập về thì chỉ biết kêu là làm đi và không hỗ trợ gì nhiều .,0,0
"đặc thù môn học là phải ghi phấn , nên tiết bài tập tuyệt đối không nên sử dụng máy chiếu để giảng !",1,0
